Titre,image,mbsrp_card_photo_figcount,mbsrp_card_photo_figpost,nom,mbsrp_card_adssince,mbsrp_card_adsserved,nom_lien,nom1,motclé,motclé2,motclé3,motclé4,motclé5,motclé6,motclé7,motclé8,motclé9,motclé10,motclé11,champ,prix,prix12,mbsrp_actionbtn,mbsrp_actionbtn13
"3 BHK Builder Floor for Rent in Defence Colony, New Delhi","data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","16
+
Photos",Posted:   Yesterday,Agent: Invest Now Realtech,Operating Since: 2004,2000+ Buyers Served,,,"FURNISHING
Semi-Furnished","BATHROOM
4","TENANT PREFERRED
Bachelors","AVAILABILITY
Immediately","CARPET AREA
2200 sqft","FLOOR
Ground out of 5","FACING
West","OVERLOOKING
Garden/Park","BATHROOM
4","BALCONY
3",,"corner propert, separate gate parking The monthly maintenance is Rs 10000/-.","₹
2 Lac",Security Deposit,Contact Agent ,Get Phone No. 
"3 BHK Builder Floor for Rent in Sector 8 Dwarka, New Delhi","data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","15
+
Photos",Posted:   Today,Agent: Gupta Properties,Operating Since: 2012,2000+ Buyers Served,,,"FURNISHING
Semi-Furnished","BATHROOM
3","TENANT PREFERRED
Bachelors","AVAILABILITY
Immediately","CARPET AREA
1800 sqft","FLOOR
2 out of 4","FACING
North - East","OVERLOOKING
Main Road","OWNERSHIP
Freehold","BATHROOM
3","BALCONY
2",Park facing The monthly maintenance is Rs 1000/-.,"₹
55,000",Security Deposit,Contact Agent ,Get Phone No. 
"4 BHK Builder Floor for Rent in Greater Kailash 1, New Delhi","data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","13
+
Photos",Posted:   Yesterday,,,,,,"FURNISHING
Unfurnished","BATHROOM
4","TENANT PREFERRED
Bachelors/Family","AVAILABILITY
Immediately","CARPET AREA
2100 sqft","FLOOR
2 out of 4","FACING
North","BATHROOM
4","BALCONY
2",,,"An excellent 4BHK Flat is available for rent in Greater Kailash I. having 4 specious bedroom with attached 4 bathroom, modular kitchen, drawing dining room, servant quarter, etc. All the room are well ventilated and blessed with natural light. for more details contact Fixitezy. The monthly maintenance is Rs 5000/-.","₹
1 Lac",Security Deposit,Contact Agent ,Get Phone No. 
"2 BHK Builder Floor for Rent in Green Park, New Delhi","data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","26
+
Photos",Posted:   Today,Agent: Guru Properties,Operating Since: 2010,13000+ Buyers Served,,,"FURNISHING
Unfurnished","BATHROOM
2","TENANT PREFERRED
Bachelors","AVAILABILITY
Immediately","CARPET AREA
1000 sqft","FLOOR
2 out of 4","FACING
East","OVERLOOKING
Garden/Park, Main Road","OWNERSHIP
Freehold","BATHROOM
2","BALCONY
1",2 BHK fully furnished Flat available for Rent in Green Park with attached Bathroom and separated kitchen onna good and gated society 5 minutes walking metro daily needs easily provides.... The monthly maintenance is Rs 500/-.,"₹
50,000",Security Deposit,Contact Agent ,Get Phone No. 
"3 BHK Builder Floor for Rent in Saket, New Delhi","data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","19
+
Photos",Posted:   Today,Agent: Comtel Associates,Operating Since: 2001,3500+ Buyers Served,,,"FURNISHING
Semi-Furnished","BATHROOM
4","TENANT PREFERRED
Bachelors","AVAILABILITY
Immediately","CARPET AREA
2300 sqft","FLOOR
2 out of 4","FACING
East","OVERLOOKING
Garden/Park","BATHROOM
4","BALCONY
3",,its a three bedroom three bathroom Large drawing dining modular kitchen all room has acs second floor with lift park facing gate it community one reserve car parking in still area plot size 300 yard,"₹
1.1 Lac",Security Deposit,Contact Agent ,Get Phone No. 
 Studio Apartment for Rent in Munirka New Delhi,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","5
+
Photos",Posted:   Yesterday,Agent: Munirka Properties Pvt Ltd,Operating Since: 2000,9000+ Buyers Served,,,"FURNISHING
Unfurnished","BATHROOM
1","TENANT PREFERRED
Bachelors/Family","AVAILABILITY
Immediately","CARPET AREA
260 sqft","FLOOR
3 out of 5","FACING
North - West","OVERLOOKING
Main Road","BATHROOM
1","BALCONY
1",,"For Rent 1Room Set in RWA Munirka in  3rd Floor Available, 1Bed Room and 1 Bathroom with 1 Kitchen Near by Main Road Walking Distance Available in Good Location.Contact              Munirka properies pvt. ltd. The monthly maintenance is Rs 200/-.","₹
9,000",Security Deposit,Contact Agent ,Get Phone No. 
"3 BHK Builder Floor for Rent in Preet Vihar, New Delhi","data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","14
+
Photos",Posted:   Today,,,,,,"FURNISHING
Semi-Furnished","BATHROOM
3","TENANT PREFERRED
Bachelors/Family","AVAILABILITY
Immediately","CARPET AREA
2350 sqft","FLOOR
2 out of 5","FACING
North - East","OVERLOOKING
Garden/Park, Main Road","BATHROOM
3","BALCONY
1",,3 BHK sawasthya vihar awsome flat gas piped available modular kitchen with chemny -preet vihar swasthya vihar The monthly maintenance is Rs 3000/-.,"₹
50,000",Security Deposit,Contact Agent ,Get Phone No. 
"3 BHK Builder Floor for Rent in Safdarjung Enclave, New Delhi","data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","8
+
Photos",Posted:   Today,,,,,,"FURNISHING
Semi-Furnished","BATHROOM
3","TENANT PREFERRED
Bachelors/Family","AVAILABILITY
Immediately","SUPER AREA
1800 sqft","FLOOR
2 out of 4","FACING
North - East","BATHROOM
3","BALCONY
3",,,Independent Builder floor in Safdarjung Enclave 200 sq. yards second floor 3 bedrooms attached 3 bathrooms drawing dining modular kitchen lift servant quarter stilt car parking ready to move The monthly maintenance is Rs 3000/-.,"₹
1.2 Lac",Security Deposit,Contact Agent ,Get Phone No. 
" Studio Apartment for Rent in DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road New Delhi","data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","21
+
Photos",Posted:   Today,Agent: Shiv Associates,Operating Since: 2003,3500+ Buyers Served,https://www.magicbricks.com/dda-flats-sarita-vihar-sarita-vihar-new-delhi-pdpid-4d4235303331393437,DDA Flats Sarita Vihar,"FURNISHING
Unfurnished","BATHROOM
1","TENANT PREFERRED
Bachelors/Family","AVAILABILITY
Immediately","CARPET AREA
300 sqft","FLOOR
4 out of 4","FACING
North - West","OVERLOOKING
Garden/Park, Pool, Main Road","SOCIETY
DDA Flats Sarita Vihar","OWNERSHIP
Freehold","BATHROOM
1",Sarita vihar 1 rk for rent in sarita vihar. The monthly maintenance is Rs 500/-.,"₹
18,500",Security Deposit,Contact Agent ,Get Phone No. 
"3 BHK Builder Floor for Rent in Safdarjung Enclave, New Delhi","data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","14
+
Photos",Posted:   Yesterday,Agent: Shivashish Home,Operating Since: 2008,2500+ Buyers Served,,,"FURNISHING
Semi-Furnished","BATHROOM
3","TENANT PREFERRED
Bachelors/Family","AVAILABILITY
Immediately","CARPET AREA
1600 sqft","FLOOR
1 out of 4","FACING
North - East","OVERLOOKING
Garden/Park","BATHROOM
3","BALCONY
3",,"Rare to found ,full of grenary proper sunlight, proper cross section of air ventilation , very good connectivity of all basic needs ,very nice and decent owner ,owner stays away , very nice fitting and fixtures ,elite class colony in south delhi   nature showers his blessing of natural sunlight and air. The monthly maintenance is Rs 5000/-.","₹
95,000",Security Deposit,Contact Agent ,Get Phone No. 
"3 BHK Builder Floor for Rent in Green Park, New Delhi",,,Posted:   Yesterday,Agent: Future Properties Solutions Pvt. Ltd.,Operating Since: 2012,2500+ Buyers Served,,,"FURNISHING
Semi-Furnished","BATHROOM
3","TENANT PREFERRED
Bachelors/Family","AVAILABILITY
Immediately","SUPER AREA
1800 sqft","FLOOR
2 out of 4","FACING
East","BATHROOM
3","BALCONY
3",,,"Semi furnished builder floor at second Floor with lift consisting of 1 drawing, dining room, 3 spacious bedrooms with attached luxurious bathrooms with modern fittings, family lounge, air conditioner in all bedrooms and drawing room, imported modular kitchen with hob, chimney, microwave and oven, Italian marble flooring, big front and back balcony, stilt car parking, excellent and peaceful location, greenery all around, very good cross ventilation, vaastu compliant, high end specifications, secured and gated locality. The monthly maintenance is Rs 5000/-.","₹
1.1 Lac",Security Deposit,Contact Agent ,Get Phone No. 
"3 BHK Builder Floor for Rent in Chattarpur, New Delhi","data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","14
+
Photos","Posted:   Jan 09, '25 ",,,,,,"FURNISHING
Semi-Furnished","BATHROOM
3","TENANT PREFERRED
Bachelors/Family","AVAILABILITY
Immediately","CARPET AREA
1200 sqft","FLOOR
2 out of 5","FACING
North","OVERLOOKING
Garden/Park","BATHROOM
3","BALCONY
1",,its a 3BHK flat available for rent in chhatarpur new delhi.,"₹
23,800",Security Deposit,Contact Agent ,Get Phone No. 
"3 BHK Builder Floor for Rent in Greater Kailash 1, New Delhi","data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","11
+
Photos",Posted:   Today,Agent: Paul Associate,Operating Since: 2001,1500+ Buyers Served,,,"FURNISHING
Semi-Furnished","BATHROOM
3","TENANT PREFERRED
Bachelors","AVAILABILITY
Immediately","CARPET AREA
1800 sqft","FLOOR
Ground out of 4","FACING
South -West","OVERLOOKING
Pool, Garden/Park, Main Road","BATHROOM
3","BALCONY
2",,"3 BHK, Builder Floor Apartment is available for Rent in Greater Kailash 1, New Delhi for 90,000 The monthly maintenance is Rs 4000/-.","₹
90,000",Security Deposit,Contact Agent ,Get Phone No. 
"3 BHK Builder Floor for Rent in Greater Kailash 1, New Delhi","data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","15
+
Photos","Posted:   Jan 09, '25 ",Agent: Noble Property,Operating Since: 2000,10500+ Buyers Served,,,"FURNISHING
Unfurnished","BATHROOM
3","TENANT PREFERRED
Bachelors/Family","AVAILABILITY
Immediately","CARPET AREA
1650 sqft","FLOOR
3 out of 4","FACING
North - East","OVERLOOKING
Garden/Park, Main Road","BATHROOM
3","BALCONY
3",,"A magnificent 3 BHK builder floor is available for rent in Greater kailash 1. It has 3 spacious bedroom with attached bathroom, kitchen, drawing dining room, etc.. Ample parking, all the room are well ventilated and blessed with natural light .Near metro connectivity , greater kailash m block market . Please contact for more details , We have many more options in south Delhi The monthly maintenance is Rs 2000/-.","₹
95,000",Security Deposit,Contact Agent ,Get Phone No. 
"3 BHK Builder Floor for Rent in RWA Pamposh Enclave, Pamposh Enclave, Greater Kailash, New Delhi","data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","12
+
Photos",Posted:   Today,Agent: GEA,Operating Since: 1972,3000+ Buyers Served,https://www.magicbricks.com/rwa-pamposh-enclave-pamposh-enclave-new-delhi-pdpid-4d4235323037373731,RWA Pamposh Enclave,"FURNISHING
Semi-Furnished","BATHROOM
3","TENANT PREFERRED
Bachelors/Family","OWNER RESIDES
Same Premise","AVAILABILITY
Immediately","CARPET AREA
250 sqyrd","FLOOR
3 out of 3","FACING
North - East","OVERLOOKING
Garden/Park","SOCIETY
RWA Pamposh Enclave","BATHROOM
3","Gulshan estate agents pvt. Ltd. Offer you a new property. This property is available for rent in pamposh d block, third floor 3 bedrooms with attached washrooms, 250 square yards, new construction with lift and stilt. Excellent location with wide road The monthly maintenance is Rs 5000/-.","₹
1.4 Lac",Security Deposit,Contact Agent ,Get Phone No. 
" Studio Apartment for Rent in DLF Capital Greens 1 and 2, Moti Nagar, Kirti Nagar New Delhi","data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","6
+
Photos","Posted:   Nov 30, '24 ",Agent: HCO Real Estates,Operating Since: 1950,,https://www.magicbricks.com/dlf-capital-greens-1-and-2-moti-nagar-new-delhi-pdpid-4d4235303031303330,DLF Capital Greens 1 and 2,"FURNISHING
Furnished","BATHROOM
1","TENANT PREFERRED
Bachelors/Family","AVAILABILITY
Immediately","CARPET AREA
250 sqft","FLOOR
Ground out of 11","FACING
North - East","OVERLOOKING
Garden/Park, Pool, Main Road","SOCIETY
DLF Capital Greens 1 and 2","BATHROOM
1","BALCONY
1","It is a 1 room, kitchen and bathroom apartment available for rent in DLF Capital Greens, it is an apartment located inside the complex and comes with a covered car parking.. for more information please contact The monthly maintenance is Rs 1000/-.","₹
27,000",Security Deposit,Contact Agent ,Get Phone No. 
"3 BHK Builder Floor for Rent in Defence colony Villas, Defence Colony, New Delhi","data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","12
+
Photos",Posted:   Today,Agent: The Dream House,Operating Since: 1994,1500+ Buyers Served,https://www.magicbricks.com/defence-colony-villas-defence-colony-new-delhi-pdpid-4d4235303131333339,Defence colony Villas,"FURNISHING
Unfurnished","BATHROOM
4","TENANT PREFERRED
Bachelors","AVAILABILITY
Immediately","CARPET AREA
2200 sqft","FLOOR
2 out of 4","FACING
East","OVERLOOKING
Garden/Park","SOCIETY
Defence colony Villas","OWNERSHIP
Freehold","BATHROOM
4",stilt parking 325 yds second floor fully furnished apartment three beds attached washrooms drawing dining lounge moduler kitchen powder room servant room security etc suits embassy foreign missions multinational companies The monthly maintenance is Rs 7500/-.,"₹
2.3 Lac",Security Deposit,Contact Agent ,Get Phone No. 
"3 BHK Builder Floor for Rent in RWA Gulmohar Park, Gulmohar Park, New Delhi","data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","11
+
Photos",Posted:   Today,Agent: Kalra Properties,,1500+ Buyers Served,https://www.magicbricks.com/rwa-gulmohar-park-gulmohar-park-new-delhi-pdpid-4d4235313732323931,RWA Gulmohar Park,"FURNISHING
Semi-Furnished","BATHROOM
3","TENANT PREFERRED
Bachelors/Family","AVAILABILITY
Immediately","CARPET AREA
2400 sqft","FLOOR
2 out of 3","FACING
North - East","OVERLOOKING
Garden/Park","SOCIETY
RWA Gulmohar Park","BATHROOM
3","BALCONY
3","three bedrooms attached washrooms , drawing and dinning , semi modular kitchen , ample open space for parking , peaceful location , near to park available for rent in Gulmohar Park near club , close to green park metro on yellow line ,near Safdarjung Hospital , near Sirifort , near AIMS , for more details please feel free to contact The monthly maintenance is Rs 2000/-.","₹
2.4 Lac",Security Deposit,Contact Agent ,Get Phone No. 
