price;price_per_sqft;photos_count;furnishing;bedroom;bathroom;tenant_preferred;availability;carpet_tot;super_tot;area;floor;num_floor;facing;overlooking;ownership;balcony;nb_caract_descript;contact;operating_since;buyers_served;titre;description
140000;62;8;Semi-Furnished;4;3;Bachelors/Family;Immediately;2250;;2250;Ground out of 4;0;North - East;Garden/Park;;2;203;Agent ;;;4 BHK Builder Floor for Rent in Greater Kailash 1 New Delhi;This property is available for rent in GK1, Delhi. This is 3bhk with attached bathroom in ground floor, study room, servant room,2 car parking, semi furnished floor. The monthly maintenance is Rs 5000/-.
47000;29;14;Semi-Furnished;3;2;Bachelors/Family;Immediately;1625;;1625;4 out of 23;4;North - West;Garden/Park, Main Road;;4;532;Agent ;1998;2000;3 BHK Apartment for Rent in DLF Capital Greens 1 and 2, Moti Nagar, Kirti Nagar New Delhi;Its a 3 BHK 2 Toilet Semifurnished Apartment is Avaiable For Rent in DLF Capital Greens Moti Nagar. Area is 1625 Sqft Wood Work Done in all Bedrooms And Kitchen.This Apartment is Drain Facing Unit Overlooking Internal Gardens Amenities . We Have Many More Options As Per Your Requirement in DLF Capital Greens. We Also Deal in Netaji Subhash Place ,Pitampura ,Rohini, For More Details Feel Free to Call Or Visit Parul Mittal Future Estates C 001 DLF Capital Greens Moti Nagar New Delhi 110015.. The monthly maintenance is Rs 7000/-.
18000;129;11;Semi-Furnished;;1;Bachelors/Family;Immediately;140;;140;2 out of 2;2;North - East;Garden/Park, Main Road;;1;321;Agent ;2016;126500; Studio Apartment for Rent in Preet Vihar New Delhi;It is a 1rk semifurnished apartment in swasthya vihar. Swasthya vihar is an upcoming place located in the suburbs of delhi. It is surrounded by gyan kunj, preet vihar, dayanand vihar in its neighborhood. The place is well connected via roads and national highways like swami dayanand marg, vikas marg and master plan road
550000;138;15;Semi-Furnished;4;4;Bachelors/Family;Immediately;;4000;4000;1 out of 4;1;North - East;Garden/Park, Main Road;;5;455;Agent ;2007;5000;4 BHK Builder Floor for Rent in Shanti Niketan New Delhi;Brand new builder floor apartment with lift and terrace on top location of vicinity , Having 4 spacious bedrooms with attached bath rooms , 1 powder room , Separate drawing/ dining room , Master bedroom and 1 other bedroom with wooden flooring , Lobby , Store , Servant quarter , Fully equipped modular kitchen , Reserved car parking , Italian marble flooring , High-end specifications.Call for more details about this apartment, Brokers please excused...
28000;22;9;Semi-Furnished;3;2;Bachelors/Family;Immediately;1250;;1250;1 out of 5;1;West;Main Road;;1;76;Agent ;2005;8500;3 BHK Builder Floor for Rent in Jona Pur New Delhi;Semi furnishd apartment gated compound The monthly maintenance is Rs 1500/-.
50000;24;10;Furnished;4;3;Family;Immediately;2100;;2100;6 out of 10;6;North - East;Garden/Park, Main Road;;4;169;Agent ;2000;3500;4 BHK Apartment for Rent in Om Satyam Apartments, Sector 4 Dwarka New Delhi;Its a 4 bhk apartment with servant,store and pooja room. It is a fully furnished flat with all amenities like lift and car parking. The monthly maintenance is Rs 3500/-.
38000;25;1;Semi-Furnished;3;2;Family;Immediately;1500;;1500;5 out of 8;5;;Garden/Park, Main Road;;2;593;Agent ;2010;9500;3 BHK Apartment for Rent in Katyayani Apartment, Sector 6 Dwarka New Delhi;A 3BHK resale flat, located in Sec.6 Dwarka Delhi. It is a ready to move in semi furnished flat located in Katyanai Apt.  It is a 10 to 15 year old property, which is in its prime condition. The flat is on the 4th floor of the building. Aesthetically designed with marble flooring, this property has 2 bathrooms and 2 balconies. The flat faces the north direction . The flat is a freehold property and has a super built up area of 1700 Sq. Ft. It offers a number of important facilities like intercom facility, lift, piped gas.fire alarm and water storage The monthly maintenance is Rs 3000/-.
80000;48;11;Unfurnished;3;3;Bachelors;Immediately;1650;;1650;3 out of 4;3;North - East;Garden/Park;Freehold;3;77;Agent ;2010;;3 BHK Builder Floor for Rent in Kalkaji New Delhi;Nice location and fully furnished floor The monthly maintenance is Rs 2500/-.
36000;24;8;Semi-Furnished;3;3;Bachelors;Immediately;;1500;1500;2 out of 7;2;North - East;Garden/Park, Main Road;;3;129;Agent ;2000;;3 BHK Apartment for Rent in Vivekananda Apartment, Sector 5 Dwarka New Delhi;3 BHK, Multistorey Apartment is available for Rent in Sector 5 Dwarka, New Delhi for 36,000 The monthly maintenance is Rs 2500/-.
80000;34;18;Semi-Furnished;4;4;Bachelors/Family;Immediately;2340;;2340;4 out of 4;4;North;Garden/Park, Main Road;;1;220;Agent ;2001;3000;4 BHK Builder Floor for Rent in Punjabi Bagh New Delhi;280 yards TOP floor for rent..lift is installed..3 A.C is installed already in the floor.modular kitchen..parking under the roof.4 bedrooms with 4 attached washrooms..gated society.. The monthly maintenance is Rs 2000/-.
90000;53;19;Unfurnished;3;3;Bachelors;Immediately;1700;;1700;1 out of 4;1;North - East;Garden/Park, Main Road, Pool;Freehold;2;116;Agent ;2013;1500;3 BHK Builder Floor for Rent in Greater kailash 3 New Delhi;Greater kailash 3 FFLOOR 3bhk 3bathroom with lift 1 car parking servent room good location near park near Gk3 market
62000;24;15;Unfurnished;5;4;Bachelors;Immediately;2550;;2550;2 out of 10;2;North - East;Garden/Park, Main Road;;6;93;Agent ;2005;2000;5 BHK Apartment for Rent in Naval Technical Officers Apartment, Sector 22 Dwarka New Delhi;Naval technical officer sector 22 Dwarka plot number-3A The monthly maintenance is Rs 2500/-.
55000;31;12;Semi-Furnished;3;3;Bachelors/Family;Immediately;1800;;1800;4 out of 4;4;South - East;Garden/Park, Main Road, Pool;;2;139;Agent ;;;3 BHK Builder Floor for Rent in Uttari Pitampura New Delhi;This Property is located in a Gated society with Guards and CCTV . This Property has Lift , Parking with all Modular Kitchen and Amenities.
55000;22;31;Semi-Furnished;4;3;Bachelors/Family;Immediately;;2450;2450;5 out of 10;5;North - East;Garden/Park, Main Road;;4;416;Agent ;2010;100;4 BHK Apartment for Rent in Chinar Apartment, Sector 18 Dwarka New Delhi;This is one of the newly renovated premium apartment is available for Rent in dwarka with all modern amenities. Located at a very prime location  well connected to NH8 and IGI Airport. Well Maintained society and local market, metro Station, School, Park, Bank, ATM etc located very near by this property. One of the best option for Rental Purpose. Please call for more details. The monthly maintenance is Rs 2500/-.
47000;25;11;Semi-Furnished;4;4;Bachelors/Family;Immediately;;1900;1900;5 out of 7;5;North;Main Road;;4;69;Agent ;2011;100;4 BHK Apartment for Rent in DGS Apartment, Sector 22 Dwarka New Delhi;Near by sector 21 Metro Station The monthly maintenance is Rs 2000/-.
180000;120;13;Semi-Furnished;3;3;Bachelors/Family;Immediately;1500;;1500;1 out of 4;1;North - East;Garden/Park;Freehold;3;197;Agent ;2005;1000;3 BHK Builder Floor for Rent in Safdarjung Development Area, Hauz Khas New Delhi;3 badroom with attached bathroom Drawing dinning moduler kitchen and  terrace, good Locality luxurious builder floor available in Safdarjung Development Area. The monthly maintenance is Rs 10000/-.
50000;26;14;Unfurnished;4;3;Bachelors/Family;Immediately;1900;;1900;2 out of 2;2;North - East;Garden/Park, Main Road;;2;182;Agent ;2010;100;4 BHK Apartment for Rent in Golf View Apartment, Sector 19 Dwarka New Delhi;This is one of the newly renovated premium apartment is available for Rent in dwarka with all modern amenities. Located at a very prime location The monthly maintenance is Rs 3800/-.
140000;56;11;Unfurnished;3;3;Bachelors;Immediately;2500;;2500;1 out of 4;1;East;Garden/Park, Main Road, Pool;;3;57;Agent ;2007;;3 BHK Builder Floor for Rent in Vasant Vihar New Delhi;good location nice Basant vihar any client honor agri 3 B
50000;29;29;Semi-Furnished;3;3;Bachelors;Immediately;1700;;1700;5 out of 9;5;North - East;Garden/Park;;4;559;Agent ;2005;;3 BHK Apartment for Rent in CGHS Chitrakoot Apartments, Sector 22 Dwarka New Delhi;We have multiple options of 1bhk, 2bhk, 3bhk, 4bhk, etc. in various price ranges in all over Dwarka.Beautiful flat in a beautiful society. Society is really exclusive with beautiful exterior. The balconies are huge enough to provide sitting space. This society is having its own water treatment plant for 24 hours supply of R.O. water and 24 hours security system with intercom facility. All the facilities like schools, Markets, Banks, Restaurants, Metro, Hospitals, Sports complex and bus route are at walking distance. The monthly maintenance is Rs 3000/-.
70000;58;13;Unfurnished;3;3;Bachelors;Immediately;1200;;1200;1 out of 4;1;East;Garden/Park;Freehold;2;173;Agent ;1996;4000;3 BHK Builder Floor for Rent in Chittaranjan Park New Delhi;independent builder floor 160 yads 3bhk attached bathroom modular kitchen prime location c r park with all modern fittings and fixtures The monthly maintenance is Rs 2000/-.
70000;56;10;Unfurnished;3;2;Bachelors;Immediately;1250;;1250;2 out of 3;2;East;Garden/Park;;2;107;Agent ;2005;1500;3 BHK Builder Floor for Rent in Saket New Delhi;newly constructed very beautiful location and very beautiful interior The monthly maintenance is Rs 5000/-.
45000;26;16;Semi-Furnished;3;3;Bachelors/Family;Immediately;1700;;1700;8 out of 9;8;North - East;Garden/Park, Main Road;;3;130;Agent ;2010;2500;3 BHK Apartment for Rent in Chinar Apartment, Sector 18 Dwarka New Delhi;3 BHK, Multistorey Apartment is available for Rent in Sector 18 Dwarka, New Delhi for 45,000 The monthly maintenance is Rs 2500/-.
1200000;200;20;Semi-Furnished;5;7;Bachelors/Family;Immediately;6000;;6000;Ground out of 4;0;East;;;3;542;Agent ;2002;2500;5 BHK Builder Floor for Rent in Vasant Vihar New Delhi;For Rent Stunning 5 BHK Duplex in Vasant Vihar, New Delhi Experience luxury living in this spacious 6600 sq. ft. home on a 1000 sq. yard plot. This elegant property features 5 bedrooms, a servant room, and a beautifully landscaped lawn. Enjoy the convenience of a lift and ample parking for 4 cars. Located on the basement and ground floor, this home offers both comfort and style. Perfect for families seeking a prestigious address in a prime location. Dont miss this opportunity schedule a visit today The monthly maintenance is Rs 10000/-.
45000;28;7;Semi-Furnished;3;3;Bachelors/Family;Immediately;;1600;1600;7 out of 10;7;North - East;Garden/Park, Main Road;Freehold;;157;Agent ;2010;1500;3 BHK Apartment for Rent in Baroda House Apartment, Sector 10 Dwarka New Delhi;The best society of Sector 10, near metro, near market, near hospital, this is Baroda House Society at a prime location The monthly maintenance is Rs 3000/-.
29000;29;7;Unfurnished;1;2;Bachelors;Immediately;1000;;1000;3 out of 4;3;North - East;Garden/Park;;2;154;Agent ;2013;1000;1 BHK Apartment for Rent in DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road New Delhi;It is address Sarita Vihar but 1 bedroom lock 1 bedroom, 2 washroom drawing hall dinning kitchen 2 balcony available. The monthly maintenance is Rs 500/-.
300000;125;12;Semi-Furnished;4;4;Bachelors/Family;Immediately;2400;;2400;1 out of 4;1;West;Garden/Park;;2;274;Agent ;;;4 BHK Builder Floor for Rent in Defence Colony New Delhi;This is brand new builder floor in defence colony on first floor, It has 4 large bedrooms with the attached 4 large bathroom park facing 2 covered car parking in the stilt and 1 servant quarter, we have many more option in the vicinity. The monthly maintenance is Rs 8000/-.
19000;24;4;Semi-Furnished;3;2;Family;Immediately;800;;800;2 out of 4;2;East;Garden/Park, Main Road;;1;625;Agent ;2008;;3 BHK Builder Floor for Rent in Sector 24 Rohini New Delhi;A 3 BHK house on a 64 square meter plot in Rohini Sector 24 would typically offer a compact yet functional living space. Heres an overview of what the property might feature1. Plot DetailsSize The plot spans 64 square meters, which is approximately 688 square feet. This is considered a midsized plot in a residential area.Location Situated in Rohini Sector 24, which is a wellestablished residential locality in NorthWest Delhi. This sector is known for its organized development, proximity to various amenities, and good connectivity to other parts of Delhi via the Rohini West Metro St The monthly maintenance is Rs 400/-.
40000;22;14;Semi-Furnished;3;3;Bachelors;Immediately;1800;;1800;4 out of 10;4;North - East;Garden/Park, Main Road;;4;550;Agent ;2005;;3 BHK Apartment for Rent in Sarve Satyam Apartment, Sector 4 Dwarka New Delhi;Exclusively 3 bed with 3 Toilet complete wooden work in the rooms and modular work in kitchen. The flat has clean Spacious bathroom and the rooms are airy for comfortable living. The flat is blessed with  direct sunlight entering the room in the morning and remains in the flat throughout day. The society has dedicated staff of plumber and electrician and responsible security guards.It has good arrangement for 24 hours of water supply and power back up. The society located near market, school and  hospitals. The monthly maintenance is Rs 3000/-.
210000;105;14;Semi-Furnished;4;4;Bachelors/Family;Immediately;2000;;2000;2 out of 4;2;East;Garden/Park;;2;144;Agent ;2010;100;4 BHK Builder Floor for Rent in Annand Niketan CHS, Anand Niketan New Delhi;4bhk flat for rent available in Anand Niketan with all the modern amenities, park facing and has security. The monthly maintenance is Rs 5000/-.
60000;39;5;Semi-Furnished;3;2;Family;Immediately;;1547;1547;14 out of 30;14;North;Garden/Park, Pool;;4;117;Agent ;2007;2000;3 BHK Apartment for Rent in DLF Capital Greens 1 and 2, Moti Nagar, Kirti Nagar New Delhi;the splendidly garnished palette of advantages, and the lush green surrounding. The monthly maintenance is Rs 6200/-.
32000;38;13;Semi-Furnished;3;2;Bachelors/Family;Immediately;850;;850;4 out of 4;4;North;Garden/Park, Main Road;;1;44;Agent ;2005;5000;3 BHK Builder Floor for Rent in Pitam Pura New Delhi;3 bhk. The monthly maintenance is Rs 1000/-.
19000;22;11;Semi-Furnished;2;2;Bachelors;Immediately;850;;850;3 out of 4;3;;Main Road;;1;97;Agent ;2012;18000;2 BHK Builder Floor for Rent in Chattarpur New Delhi;its a 2BHK flat available for rent in chhatarpur new delhi. The monthly maintenance is Rs 1000/-.
18000;22;5;Semi-Furnished;3;2;Bachelors;Immediately;;810;810;1 out of 4;1;East;Garden/Park, Main Road;;1;87;Agent ;2012;7500;3 BHK Builder Floor for Rent in Sant Nagar Rani Bagh New Delhi;brand-new amazing builder floor available for rent, Sant Nagar Rani Bagh near M2 K Mall
65000;43;4;Semi-Furnished;3;3;Bachelors/Family;Immediately;1500;;1500;2 out of 3;2;South - East;Garden/Park, Main Road;;2;115;Agent ;2014;2500;3 BHK Apartment for Rent in Munirka Vihar, Munirka New Delhi;Semi Furnished Second Third Floor Duplex 3BHK available on rent from August 24 The monthly maintenance is Rs 900/-.
170000;77;10;Furnished;3;3;Bachelors/Family;Immediately;2200;;2200;2 out of 4;2;North - East;Main Road;;3;98;Agent ;;4500;3 BHK Builder Floor for Rent in Defence Colony New Delhi;This is 3bhk fully furnished flat for rent at Defence Colony The monthly maintenance is Rs 5000/-.
65000;30;7;Furnished;4;5;Bachelors/Family;Immediately;2200;;2200;3 out of 4;3;North - East;Garden/Park, Main Road;;2;125;Agent ;;;4 BHK Builder Floor for Rent in Indraprastha Enclave, Pocket A2 Sector 17 Dwarka New Delhi;Eastfacing, fully furnished flat with modular kitchen, power backup for immediate sale. The monthly maintenance is Rs 1500/-.
30000;33;13;Semi-Furnished;3;2;Bachelors;Immediately;900;;900;2 out of 4;2;North - East;Garden/Park, Main Road;;1;101;Agent ;2008;2000;3 BHK Builder Floor for Rent in Pitam Pura New Delhi;3BHKposh area near city park hotel and near kohat metro station The monthly maintenance is Rs 1000/-.
45000;25;14;Semi-Furnished;3;2;Bachelors/Family;Immediately;1800;;1800;4 out of 10;4;North - East;Garden/Park, Main Road;;2;251;Agent ;2008;1000;3 BHK Apartment for Rent in Naval Technical Officers Apartment, Sector 22 Dwarka New Delhi;its a 3 bedroom with 2 bathrooms  and 2 balconies semi furnished flat available in Naval Technical apartment dwarka sector 22 property is available with almost all amenities. best location near to markets and park The monthly maintenance is Rs 3210/-.
120000;67;14;Furnished;3;3;Bachelors/Family;Immediately;1800;;1800;2 out of 4;2;East;Garden/Park;Freehold;;223;Agent ;2006;1500;3 BHK Builder Floor for Rent in Panchsheel Enclave, Panchsheel Park New Delhi;Its a 265yd, fully furnished 3bhk with attached bathrooms and drawing, dining, modular kitchen, balconies, situated at 2nd floor without lift, located in Panchsheel Enclave, available for rent. Contact for more information.
45000;25;14;Unfurnished;3;3;Bachelors;Immediately;1800;;1800;Ground out of 4;0;North - East;Garden/Park;Freehold;;144;Agent ;1993;3000;3 BHK Apartment for Rent in DDA Flats, Sarita Vihar, Mathura Road New Delhi;3 bedroom flat for rent with drawings and dining kitchen with 3 bathroom well furnished very good location. The monthly maintenance is Rs 500/-.
150000;75;11;Semi-Furnished;3;3;Bachelors/Family;Immediately;2000;;2000;2 out of 4;2;East;Garden/Park;;1;98;Agent ;2002;2500;3 BHK Builder Floor for Rent in RWA GK 2, Greater Kailash 2 New Delhi;prime location ground floor 3 bhk with athached baths drawing dining modular kitchen 2 car parking
50000;42;10;Semi-Furnished;2;2;Bachelors;Immediately;1200;;1200;2 out of 3;2;North - East;Main Road;;1;75;Agent ;2005;1500;2 BHK Apartment for Rent in Gangotri Pocket C, Alaknanda New Delhi;corner facing park excellent location The monthly maintenance is Rs 1000/-.
70000;58;13;Unfurnished;3;3;Bachelors/Family;Immediately;1200;;1200;2 out of 3;2;North;Garden/Park, Main Road;;2;170;Agent ;2000;7500;3 BHK Apartment for Rent in Sector B Vasant Kunj New Delhi;Its 3bhk flat for rent in vasant Kunj b9. 1st floor 24 hr water supply, gated society, near main road, for more details , contact us The monthly maintenance is Rs 2000/-.
30000;24;13;Semi-Furnished;3;3;Bachelors;Immediately;1250;;1250;2 out of 4;2;East;Garden/Park, Main Road;Power Of Attorney;1;53;Agent ;2010;4500;3 BHK Builder Floor for Rent in freedom fighter enclave New Delhi;Gated community The monthly maintenance is Rs 1000/-.
180000;7;13;Semi-Furnished;3;3;Bachelors/Family;Immediately;25650;;25650;3 out of 4;3;East;Garden/Park, Main Road;;2;396;Agent ;2005;7500;3 BHK Builder Floor for Rent in Defence Colony New Delhi;Brand new 3Bhk builder floor available for rent in Defence colony with  reserved car parking , lift , modular kitchen, Italian flooring , bedrooms with attached bathroom , modern fittings in washroom. Good and peaceful prime location. Near metro connectivity , market and ring road. Please contact for more details , We have many more options in south Delhi The monthly maintenance is Rs 15000/-.
31000;34;10;Furnished;1;1;Bachelors;Immediately;900;;900;1 out of 2;1;East;Garden/Park;;2;124;Agent ;1994;3000;1 BHK Builder Floor for Rent in Kalkaji New Delhi;gated fully furnished  one bed drawin gdining sequrity,near mkt,bank,metro,gym,school,etc. park facing second floor,parking,
47000;29;20;Semi-Furnished;3;3;Bachelors;Immediately;1600;;1600;4 out of 4;4;South;Garden/Park;;2;370;Agent ;2000;2000;3 BHK Builder Floor for Rent in Paschim Vihar New Delhi;society project builder floor in Avtar Enclave Paschim Vihar Lift With stilt car parking 3 bedroom attach toilet bath room and 1 drawing room modular kitchen and lobby proper wood work marble flooring good condition and good location ear park market ATM Bank hospital school and collage gym metro station in all facilities available The monthly maintenance is Rs 2000/-.
38000;19;15;Unfurnished;3;3;Bachelors;Immediately;2000;;2000;1 out of 4;1;North - East;Garden/Park, Main Road;;2;119;Agent ;2010;;3 BHK Apartment for Rent in Saket New Delhi;3 BHK, Multistorey Apartment is available for Rent in Saket, New Delhi for 38,000 The monthly maintenance is Rs 1000/-.
150000;36;6;Semi-Furnished;4;4;Bachelors/Family;Immediately;4200;;4200;Ground out of 2;0;East;Garden/Park, Main Road;;2;473;Agent ;2004;5500;4 BHK Builder Floor for Rent in Block J Saket New Delhi;prime  location saket  4 bhk flat for rent in saket. 4 bhk duplex  with 4 attached bathroom, drawing and dining spaces  large hall living and one modeler kitchen with lift, exclusive one car parking inside the  building ,close to  saket metro station. the property have bses electricity supply, djb water supply 247 security safe and secure area prime location peaceful aea , malls market near by or any other inquiry please contact us The monthly maintenance is Rs 1500/-.
35000;37;6;Semi-Furnished;2;2;Family;Immediately;950;;950;Ground out of 4;0;East;Garden/Park, Main Road;;1;431;Agent ;2005;6000;2 BHK Apartment for Rent in Fine Home Apartment, Phase 1 Mayur Vihar Extension New Delhi;2 BHK comfortable flat with 2 attached bathrooms located in Mayur Vihar Phase I,New Delhi.5 minutes walking distance from metro station.nd near by Schools , Star City Mall and markets are located nearby. All major electricity .This flat is situated in a very well maintained housing society,Excellent flat in a well connected area,power backup nd water supply connections are already installed The monthly maintenance is Rs 2000/-.
35000;32;4;Furnished;2;2;Bachelors/Family;Immediately;;1100;1100;6 out of 7;6;North - East;Garden/Park, Main Road;;1;1213;Agent ;2003;3500;2 BHK Apartment for Rent in DDA Rohini Apartment, Sector 8 Rohini New Delhi;2 bhk flat for rent in sector 9 rohini close to all basic civic amenities is available for just 35,000 in kedar apartment, north delhi. This 2 bhk flat comes with 2 bathrooms set in 1100 sq.Ft. Carpet usable area. This property is constructed on 1100 sq.Ft. You also get 1 covered parking inside the premises located on 6th of 7 floor. This is a ready to move property and it is 10 years old flat. This is a furnished flat. Already installed 20 light, 2 wardrobe and 1 modular kitchen. Ready to occupy from sat, 04 feb 2023, this property is ideal for family on any agreement type with a notice of 1 month for a duration of 11 months. With all the highlighted features, we are asking for 35,000 monthly. Refundable security deposit is 70000. Property has been built with latest feature like water storage, feng shui  vaastu compliant, security  fire alarm, intercom facility, natural light, airy rooms and piped-Gas. Maintenance staff, lifts, visitor parking and park etc. Makes this place stand-Out from rest in terms of quality of living. Other features include in a gated society. Power backup Partial. This is a north-East-Facing property. Property has a marble flooring. The monthly maintenance is Rs 2000/-.
110000;76;7;Semi-Furnished;3;3;Bachelors/Family;Immediately;1450;;1450;2 out of 3;2;East;Garden/Park, Main Road;;1;636;Agent ;1960;1000;3 BHK Builder Floor for Rent in Defence colony Villas, Defence Colony New Delhi;Experience upscale living in this spacious 3 BHK apartment with a separate drawing room, located on the second floor in the prestigious Defence Colony. This parkfacing property offers a serene ambiance, complete with the calming sound of birds chirping.Each of the three bedrooms features builtin wooden cupboards, blending functionality with elegance. The apartment boasts exquisite marble flooring throughout and a modular kitchen equipped with stylish wooden cabinetry, perfectly designed for modern convenience. The washrooms are neat, clean, and well maintained, adding to the overall comfort. The monthly maintenance is Rs 1000/-.
45000;50;10;Semi-Furnished;2;2;Bachelors;Immediately;900;;900;1 out of 4;1;North;Garden/Park;;1;43;Agent ;;;2 BHK Builder Floor for Rent in Shivalik Apartments, Malviya Nagar New Delhi;900. The monthly maintenance is Rs 45000/-.
75000;63;19;Furnished;2;2;Bachelors;Immediately;1200;;1200;1 out of 3;1;North;Garden/Park, Main Road, Pool;;2;219;Agent ;2010;;2 BHK Builder Floor for Rent in Panchsheel Enclave New Delhi;Available for rent panchsheel enclave, first floor, Bedroom attached bathroom, drawing and dining, modular kitchen, granite flooring, wide road, very good location and construction. The monthly maintenance is Rs 5000/-.
62000;34;8;Semi-Furnished;3;3;Family;Immediately;1800;;1800;1 out of 4;1;North - West;Main Road;;3;244;Agent ;1990;1000;3 BHK Apartment for Rent in RWA POCKET 1 JASOLA, Jasola Vihar New Delhi;3 BHK on First Floor in Jasola Pocket 1, 3 Bedroom with 3 bathroom, drawing, dining, kitchen, balcony, excellent interior, excellent location, very good sunlight  ventilation, near park, market, school, mall, walking distance from metro station
85000;34;11;Unfurnished;3;3;Bachelors;Immediately;2500;;2500;1 out of 4;1;North - East;Garden/Park;Freehold;3;391;Agent ;2017;100;3 BHK Builder Floor for Rent in Kalkaji New Delhi;its a brand new 3 bhk  fully furnished is available for rent first floor with lift  2 reserved car parking inside stilt big size bedrooms with attached washroom and balconies central and safe location gated community park facing peaceful safe and secure areas walking distance Market and metro station full equipped modular kitchen with full ventilation The monthly maintenance is Rs 2000/-.
52000;30;4;Unfurnished;2;2;Bachelors/Family;Immediately;1750;;1750;1 out of 3;1;East;Garden/Park;;2;107;Agent ;;100;2 BHK Builder Floor for Rent in Kalkaji New Delhi;this property is close to metro station . this property is park facing The monthly maintenance is Rs 200/-.
100000;59;6;Semi-Furnished;3;3;Bachelors/Family;Immediately;1700;;1700;1 out of 3;1;North;Garden/Park;Freehold;4;136;Agent ;2008;100;3 BHK Builder Floor for Rent in Greater Kailash New Delhi;greater Kailash 3 bedrooms saperate drawing dining family lounge ready to move  very resonabl rent The monthly maintenance is Rs 2500/-.
300000;55;2;Unfurnished;6;6;Bachelors/Family;Immediately;5500;;5500;1 out of 4;1;North - East;Garden/Park;;5;693;Agent ;2000;;6 BHK Builder Floor for Rent in West Punjabi Bagh New Delhi;north facing floor for the peace loving people as it is surrounded by big houses only and no other commercial activity is near by and there is club facilities in punjabi bagh, there are many other amenities, the floor is 1st and the rooms are very very big and properly vanitilated etc,A spacious 6 Bedroom flat is available for Rent in  Punjabi Bagh West, New Delhi. It is located on the 1 Floor. It has a covered area of 5500 Sq-ft. The flat has Marble flooring. The flat has 24 Hours Available water supply and NoRare Powercut. The property is fantastically located and is much sought-after. The property is available at a very competitive monthly rent. The monthly maintenance is Rs 500/-.
50000;21;17;Semi-Furnished;4;3;Bachelors/Family;Immediately;;2400;2400;9 out of 10;9;North - East;Garden/Park, Main Road;;2;416;Agent ;2007;2500;4 BHK Apartment for Rent in Mandakini Apartment, Sector 2 Dwarka New Delhi;This is one of the newly renovated premium apartment is available for Rent in dwarka with all modern amenities. Located at a very prime location  well connected to NH8 and IGI Airport. Well Maintained society and local market, metro Station, School, Park, Bank, ATM etc located very near by this property. One of the best option for Rental Purpose. Please call for more details. The monthly maintenance is Rs 2500/-.
70000;52;12;Semi-Furnished;3;3;Bachelors/Family;Immediately;1350;;1350;Ground out of 4;0;;;;2;94;Agent ;1990;1000;3 BHK Builder Floor for Rent in Shivalik A Block, Malviya Nagar New Delhi;Fully ventilated 3 bhk on rent in shivalik for family only. The monthly maintenance is Rs 1/-.
120000;67;12;Unfurnished;3;3;Bachelors/Family;Immediately;1800;;1800;Ground out of 4;0;North;Garden/Park;Freehold;2;85;Agent ;2004;2500;3 BHK Builder Floor for Rent in Lajpat Nagar 3 New Delhi;lajpat Nagar 3 ground floor 3 bedroom drawing dining 3 bathroom with lift car parking
95000;59;10;Unfurnished;3;3;Bachelors;Immediately;1600;;1600;1 out of 4;1;North;Garden/Park, Main Road;;2;124;Agent ;2014;500;3 BHK Builder Floor for Rent in Saket New Delhi;3bhk first floor semifurnished rwa j block gated society good location piece full area The monthly maintenance is Rs 5000/-.
45000;26;7;Semi-Furnished;3;3;Bachelors/Family;Immediately;1700;;1700;2 out of 10;2;North - East;Garden/Park, Main Road;;3;592;Agent ;;1500;3 BHK Apartment for Rent in Gayatri Appartment, Sector 10 Dwarka New Delhi;Delhi south wests most popular society cghs gayatri apartment in sector 10 dwarka offers 3 bhk apartment. Property has 1600 sq.Ft. Super builtUp area with 2 bathrooms  3 balconies attached. This flat is constructed on 1700 sq.Ft. Area. Parking available 1 covered parking  1 open parking. This flat lies on the 3rd floor of a 8 storey building. Well maintained 10 years property. This is a semiFurnished flat. Already installed 8 light, 6 fan, 3 wardrobe, 2 geyser, 1 chimney, 1 curtains and 1 exhaust fan. Property will be leased for 12 months from wed, The monthly maintenance is Rs 3300/-.
140000;100;13;Semi-Furnished;3;3;Bachelors;Immediately;1400;;1400;Ground out of 4;0;North - West;Garden/Park, Main Road;Freehold;2;46;Agent ;2008;100;3 BHK Builder Floor for Rent in Uday Park, South Extension New Delhi;Men road The monthly maintenance is Rs 2500/-.
37000;23;14;Semi-Furnished;3;2;Bachelors/Family;Immediately;1600;;1600;3 out of 8;3;North - East;Garden/Park, Main Road;;2;0;Agent ;;;3 BHK Apartment for Rent in Shri Bala Ji Apartment, Sector 6 Dwarka New Delhi;
60000;41;14;Unfurnished;4;3;Bachelors/Family;Immediately;1450;;1450;Ground out of 4;0;East;Garden/Park, Pool;;;131;Agent ;2008;500;4 BHK Apartment for Rent in Project Gangotri Enclave, Alaknanda New Delhi;It is four bedrooms, drawing, dinning, three toilets well maintained excellent Location flat. The monthly maintenance is Rs 1000/-.
55000;41;16;Unfurnished;3;3;Bachelors;Immediately;1350;;1350;1 out of 4;1;East;Garden/Park, Main Road;Freehold;3;0;Agent ;2008;3000;3 BHK Builder Floor for Rent in Janakpuri New Delhi;
10000;33;10;Unfurnished;1;1;Bachelors/Family;Immediately;;300;300;Ground out of 4;0;North;;;1;102;Owner ;;;1 BHK Builder Floor for Rent in Block Q Mohan Garden New Delhi;Builder floor apparment is available for rent. It is having 300 sqft covered area. In a good location.
